__label__neu	Especially,  when the other brands are holding up just fine after the same number of washes.
__label__neg	These pads don't absorb much at all.
__label__neu	I read a book and two before making the transition from the bottle to the sippy cup, right before my son's 1st b-day! 
__label__pos	At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth.
__label__neg	My son's room smelled as if we threw the dirty diapers in an open garbage.
__label__neu	In hindsight though, we could just fill up the bottom of the sink with hot water.
__label__neg	There is room for 2 large bottles, but i think it would be better to just buy a lunch bag and use it with removable freezer packs that take up less space.
__label__neu	The only reason I didn't rate it 5 stars is beause I wish it was bigger
__label__neg	 For the longest time I couldn't figure out why my son screamed every time I laid him on the Safer Bather, and then one day I felt the cold water coming up out of it as I was bathing him
__label__neu	Is that really saving money??
__label__pos	Sippy Cup easy for baby to drink from
__label__pos	I'm so happy I took a chance on this product!
__label__neg	:(
__label__neu	Totally distorted,  useless.
__label__neu	We wanted something her feet touched the floor in and some reviewers said their smaller babies did touch
__label__neu	"And,  although it's a great idea,  when I tried out this tub at girlfriend's,  I didn't find it to be as designed to hold the baby as well as others (which I've found to be SO much more important then a ""shower"")My daughter was 4 months at the time,  and was too big for the ""net"" (her legs had no where to fit) but without it,  there is no recline option,  just plain basin tub,  which was difficult because she could not yet sit."
__label__neg	Boppy Flowers and Chocolate Slipcover PinkIt is a bummer in the middle of the night if your baby spits- up or has a blow- through diaper.
__label__neu	She tried it,  made an awful face and refused to put it near her face again.
__label__neg	yuck, makes me squeemish.
__label__pos	"""It's her favorite car toy."""
__label__pos	"""When I work in there I play with them with the little ones and we race them."""
__label__pos	It is never pulled tight or twisted.
__label__pos	Worth EVERY penny.
__label__pos	"""And practically speaking, stratch another item off that long baby shopping list--with this you can forget the diaper pail refills and just use the good old kitchen garbage bags that are sitting under your sink."""
__label__pos	He is now 14 months and it is still perfect.
__label__pos	The Miracle Blanket was easy to use and our little guy couldn't break out of it.
__label__neu	This is one of those rare occasions.
__label__neg	There is nothing going on with it, nothing happening, nothing exciting.
__label__pos	The very first moment she saw Sophie, she smiled. 
__label__pos	It's also very easy to change--no confusing bag twisting.
__label__neg	 She is strapped in and correctly positioned, but the straps do not hold a baby in place to where she can't fling herself over the side. 
__label__pos	The silicone massage cushion works wonders and makes the pump very effective.
__label__neg	 This is just one of several packaging problems I've had with amazon over the last month (amazon has not been packaging my items carefully, leading to damaged items)
__label__neu	We ordered this for my wife because she was a little uncomfortable with breastfeeding in public, mainly because of having to expose her midriff with most shirts.
__label__neu	The brush and comb are okay
__label__neg	 Born Free, Medela, Avent, Nuby, etc
__label__pos	"""This placemat works very well; it catches most of the food that doesn't quite make it into our one-year-old little guy's mouth."""
__label__neu	I've never had a problem with those leaking or ruining my milk.
__label__pos	Super good for taking on the road to clean faces and hands with a little water or camomile/jojoba oil mix  (wipes can cause allergy and often contain perfume and should really never be used on baby's face).
__label__pos	Would highly recommend.
__label__pos	I love that it doesn't matter what end you set it on.
__label__neg	She is impatient when it comes to waiting so I thought this little unit would do the trick.
__label__neu	I have completely replaced all of our Avent bottles with the Playtex Nursers. 
__label__pos	It's crystal clear and we live in housing on an Air Force base where there is a lot of other monitors and cordless phones close by.
__label__pos	Great product!
__label__neg	 I cut one up and used it as a template to make my own changing pad covers out of old towels, that was the only good thing it did for me
__label__pos	The tub itself is a nice size and comes with the sling which helps a lot.  
__label__pos	It also has a feature for responding to your baby.
__label__neg	What a waste of money.
__label__pos	They washed up pretty nice.
__label__neg	Putting it back together feels like you are building a model airplane (if you can manage to keep track of all the parts
__label__pos	"""A little of everything."""
__label__neg	I thought I had found the gate.
__label__neg	 Brown's (standard nipple), I found that Dr
__label__pos	which is adorable! 
__label__pos	The star is detatachable and made many trips to Grandma's house with us to place in her pack and play.
__label__pos	"""Both helped my baby sleep better and longer."""
__label__pos	So pleased with this stroller!!!!
__label__neg	I never even used the music part of it so i cannot review that but i think that it is useless. 
__label__neu	ours secured to the tether at the top of the headrest, but if we get into that bad of a crash, I'm sure window glass, or something, would be more of a hazard.
__label__pos	There are alot of settings for different sounds and I like that it has a 1 hour timer feature.
__label__pos	We didn't get much use out of the potty book that comes with it, but it's a cute idea.
__label__pos	So easy to use, it's the only one I ever used!
__label__pos	Handy, Cute, Entertaining
__label__pos	i have tried many sippy cups with my now 3 year old and none have compared to this one. 
__label__neu	I expect and HOPE it does the same for my new son.
__label__neu	IT IS ALSO IN MANY DAYCARES/ PRESCHOOLS.
__label__pos	If you follow the directions with the package, your wipe warmer will be fine!
__label__pos	"""It's well constructed."""
__label__pos	I can turn it down low so I can barely hear the music.  
__label__neu	 I have thought about buying a better tub, but since we are so close to graduating him to the big tub, I don't want to spend the money. 
__label__pos	I like these the best.
__label__neu	I registered for this product and received it at my baby shower
__label__pos	"""We are extremely happy with this tub and would have rated it five stars, except for the fact that it is HUGE."""
__label__neg	Yet this seemed too short for me too
__label__pos	We've had great luck with this tub. 
__label__pos	 For gas, I recommend Hyland's Colic Tablets over anything else (and we've tried everything-having 2 gassy, gassy babies
__label__neu	When I went to use it, I was very surprised to see that it activated itself.  
__label__pos	Since then,  my baby eats better,  sleeps better,  cries less
__label__pos	The cusions also wash and wear beautifully.
__label__pos	It's nice to have insetead of a playard because you can sit in there with the kid and hang out with him.
__label__neg	 Too bad it isn't made as well as Sophie. 
__label__pos	So far I like these better.
__label__pos	We bought as an extra base for our other car and makes it easier for us to use whichever car to take our daughter without having to move car seat base.  
__label__neu	I just cannot decide about this sling!
__label__neg	 I think that for the price, it should have lasted longer than two months
__label__neu	I use the Skip Hop pacifier pod to keep it clean and free of lint in my bag.
__label__neu	we would press the red foot,  and it would say yellow
__label__neg	After going through a box of Dr
__label__pos	Along with the swing, the bouncer and a few other pieces of gear, it will not only make your first few parenting weeks easier to deal with but it will reward you time and again with unforgettable moments with your baby!
__label__neu	The directions say to wet the rim to prevent leaking
__label__neu	After some research, we decided to buy the Britax Marathon for our daughter.
__label__neg	OK so this doesnt fold compact like the new saucers advertise to do but I don't mind b/c I happen to like this type of entertainer much better so that may be the one and only downside.
__label__pos	You won't regret it!
__label__pos	i like the khaki just in case of any stains/spills/spit up it camoflauges wonderfully!
__label__pos	expensive, but one of the items i use at least every other day.
__label__pos	I give not 1 but 2 stars because it is a good quality, strong, VERY easy to use baby carrier, BUT invest more money in it and buyBabyBj&ouml;rn Baby Carrier Synergy - BlackIt has that magic back support!
__label__neu	just trust me,  please don't buy this,  because I regret so much for buying this.
__label__pos	She says to tell you that it does a good job and has held up wonderfully over the past 6 months.
__label__pos	"""we take one bowl to restaurants and it's perfect for serving whatever we are eating."""
__label__neg	She cannot sit up on her own yet which means the tub is absolutely useless. 
__label__neg	They suggested the Evenflo classic bottles which are like these except plastic with the clear nipple.
__label__neu	We use Nestle Good Start with Active cultures which can sometimes have lumps.  
__label__neg	Wrong answer, I cracked the kneeler portion.
__label__pos	The pad wipes down well and if i'm going to have my daughter in there for a long time I use a waterproof pad under her. 
__label__neg	If you hate washing dishes,  this ain't for ya
__label__neu	""" It's not great to start potty training with a painful experience"
__label__pos	Great product to go with Superyard XT
__label__neg	 I have all the time in the world now compared to when baby arrives, so I hope that this problem resolves itself
__label__neu	Our handle for our stroller flips down to bring the stroller up to you when sitting.
__label__pos	I thought this mobile was very entertaining to my boy.
__label__pos	The toys easily remove so you can also attach them to a carseat or crib.
__label__pos	"""Other than that, they are very easy to care for."""
__label__neg	And the tweezers are very flimsy
__label__pos	"""It is the easiest car seat I've installed."""
__label__neu	"""We don't use it at the crib except during naps but I usually keep it hanging over the changing table."""
__label__neg	 The seat area was almost too small for him, so he was always uncomfortable
__label__neu	If you buy the Gerber baby food that comes in plastic tubs, it won't work on this organizer.
__label__neg	So we put it away until after the remodel.
__label__neg	My baby is 4
__label__neu	I knew a bassinet would only last so long and was told to not waste my money by more experienced moms. 
__label__neu	And the obvious change the bag every couple days to eliminate the smell don't expect to leave it there for a week and have it smell like roses!2.
__label__pos	I ended up with a snoogle and LOVE it
__label__pos	We completed the look with the mobile hamper  lamp and wall hangings and our son's nursery is really nice and comfortable.
__label__neg	I recommend the First Years Clean & Simple,  valve free!
__label__neu	So you have to adjust for the suitcase
__label__neu	 I'll be looking for a new gate now!
__label__neu	I bought a 2 pack of 4 oz bottles and regret doing so.
__label__neg	The main problem is with the flimsy and thin velcro that attaches the holder to the stroller won't keep anything upright so any liquid you put in the holder will spill.
__label__neu	all over the hardwood floors
__label__neu	My daughter was born prematurely and never really got the hang of breastfeeding
__label__neg	I did not believe myself to have large nipples but I was frustrated at how little milk I was getting with the standard size breastshield even with a hospital- grade pump (the Symphony).
__label__neg	 (It was not a pleasant task to retrieve it, either
__label__pos	I switched to these from Avent with no problems.
__label__neu	 First, she was too small, so I swaddled her using a traditional blanket
__label__neu	"""I drilled mine to the door posts because I didn't want to take any chances with my little one."""
__label__neu	My son very quickly learned to hold these upside down and press the soft spout against any flat surface.
__label__pos	Our daughter has used this tub since her first day home at 4 pounds and the tub has made bathing her very easy even that small!
__label__pos	You get what you pay for if you are going back to work you might want to invest in an electric Breast pump, I bought the Playtex Embrace double breast pump and it works wonderfully. 
__label__neu	There is the bottle itself,  handles,  screw cap,  mouth piece,  valve,  and finally the cap.
__label__pos	In our large 4500 square foot home, sound quality functions at every place and also in the garden everywhere outside without high-class loss. 
__label__neg	all I can say is the smell is horrible
__label__pos	It's not flimsy to me at all.
__label__pos	"""these bowls are awesome."""
__label__neu	We bought this without doing any research....we really wanted a 2nd one of the Evenflo Expressions that we love, but the store ran out,  so this was the next affordable choice.
__label__neu	I hate this tub!!! It leaks everywhere.
__label__neg	Do not buy this Swing
__label__pos	AWESOME.
__label__pos	"""You can put your baby in it from birth and it seems very comfortable."""
__label__neu	Alternate product recommendation - Sure Comfort Tub by The First Years.... now THAT is a good baby bathtub!!!
__label__neg	The only thing I have problems with is at speed 6 it bumps a little on each end and kinda jars him.
__label__pos	"""I put mine in my office and I can work but still be with my baby at the same time."""
__label__neg	Waste of money.
__label__neu	my home has a mix of elongated/round seats,  and i found that the baby bjorn rung is the best for the larger bowls
__label__pos	 Now in the car she hits the button and plays the music over and over again
__label__pos	We've been using it for almost 15 months now and still love it!
__label__neu	Don't you think those back straps will pull your shoulders forward?
__label__pos	"""For my first baby I had the maya ring sling and I decided to try this one with my second child and boy am I glad I did!"""
__label__neg	Save your money & buy the cheap $10 one that's one piece.
__label__neu	"""I have a 2.5 month old and 22 month old."""
__label__neg	 The water it soaks up makes it very heavy
__label__pos	When she is really cranky and we just can't walk with her anymore, we can put it in her and bounce her with our hands or feet to make her happy.
__label__neg	At first we didn't think our little one liked this, but with persistance, we have been successful.
__label__neg	Don't Start with a Starter Set!
__label__neu	I leave it on the counter and throw in pacifiers,  WASHED bottles,  etc all day then throw in the microwave when full
__label__pos	"""Now that she's older (8 mo), we use it at feedings and to keep her occupied for a little bit when we are doing something around the house."""
__label__neu	 And I searched for santoprene and it's apparently made by ExxonMobil Chemical co.!! 
__label__pos	I am using the Playtex Premium Nurser now and it's much better
__label__pos	then of course, you'll love these!  
__label__neg	 at birth and we tried it then
__label__neu	 and change its worth your sanity, sleep, time, energy and appreciation for the bond with the baby
__label__neg	Also the refills are expensive and it doesn't hold enough diapers IMO.
__label__neu	It's wide enough that I can just tuck the ends under the Cozy Wedge crib bumber and she has room to roll around in her sleep without it bunching up beneath her.  
__label__neg	They are still very cute from a distance, just be forewarned about the quality!
__label__neg	 We bought about 20 bottles
__label__neu	Moreso than anywhere else.
__label__pos	"""5)  Good door lock - don't think even older toddlers (under 3) could unlock it"""
__label__pos	"""I have never changed the batteries but I use it one time a day at the most."""
__label__pos	"""But if you don't have the time or really need the bottles to be extra safe/clean, then I suppose giving them a quick wash and popping them in this container for the microwave could be helpful."""
__label__pos	She's gotten positive reviews in several parenting magazines in the last few months.
__label__pos	Definitely worth getting!
__label__neu	I might give it a try.
__label__neg	one is not present
__label__neg	It would have been nice if you could take the napper off and use it somewhere else. 
__label__pos	You could just use your own cloth or towel but I like this product because it doesn't budge and is not bulky.
__label__pos	"""My little one had it all over her hands."""
__label__pos	 I still get some use out of it though
__label__neu	or press the white foot and it would say purple
__label__pos	The trundle drawer is somewhat silly (it would be better if it were connected to the crib), but may come in handy for storing extra blankets. 
__label__neu	It's meant to be a safe place you can put baby where s/he can play with toys and bounce a bit and keep them occupied while mom and dad do what they have to do
__label__neu	WOW!
__label__pos	"""i love the 3 different sizes."""
__label__pos	However if you don't have a dishwasher this is pretty nifty for the price.
__label__neg	"These plugs just slip in to the socket and there is nothing to keep them in there like the ""dual release"" plugs (which we have and work"
__label__neu	Starting as a newborn, my son would just lie on his back and stare at this thing, batting it around occasionally, for almost an hour at a time.  
__label__pos	"""This teether is not only safe (free of chemicals, etc) but it serves the purpose better than any other teether out there!"""
__label__neg	There is no way to attach it. 
__label__neg	"One minor complaint--the breastshields were not one-piece items (sold individually,  they are one-piece),  which makes it somewhat more difficult to clean,  as you need to break the pieces down,  and it's harder to see how your milk flow is going,  since the ""seam"" blocks your view a bit (plus,  the breastshields are more translucent than clear)"
__label__pos	This bottle is specifically designed to help babies latch on better and learn to breastfeed better.
__label__neg	Not as wide as the ComfortSportDoes not have EPS energy absorbing foamDoes not have GracoPedic luxury foam cushioned seatThe crotch buckle doesn't have enough slots for adjusting
__label__neg	Once you think you get it on, it just keeps falling off.
__label__neg	 We're going to get the Baby Bjorn instead upon recommendation from other parents
__label__neg	 My husband and I coudln't solve the leaking issue. 
__label__neg	lol I could see the suction was working, but not particularly strong & it didn't do a thing.I read the other reviews & I guess it depends on the person as some people obviously have no problems & others can't get the darn thing to work at all.
__label__neg	First of all, the item pictures shows twice as many as you really get
__label__pos	"""Also nice that instructions are printed on inside of carrier."""
__label__neg	If they're both loose.. Than geez I don't know.
__label__pos	It seems to be sturdy and well built and we've had no trouble at all with it.
__label__pos	~*DARN GOOD PRODUCT!
__label__neg	Obviously,  this isn't teaching our daughter anything
__label__neg	It's not that attractive, however.
__label__neu	Then,  they spent another hour trying to figure out how they were going to rig it up so it would work with our stairs
__label__neg	I saw one reviewer's pic with the grandson in this thing with a rolled up towel in between him and the edges- it is WAY big there
__label__neg	Still a hassle to remove the
__label__neg	 In addition to the leakage I noticed that my son was extremely gassy and would cry so much after eating
__label__neu	We use it if we go take the dog out or to do yard work while she's sleeping. 
__label__neg	It is a HASSLE to assemble the straps,  and once they are assembled,  they don't securely lock into place
__label__neg	 It's also difficult to get a good grip on the smooth, teeny handles that you need to twist to lock/set it. 
__label__neu	We got it when he was 3mos old...
__label__pos	"""Since just about every other item used for a baby takes batteries, it was nice to finally see a product with an A/C adapter."""
__label__neg	By the way it looked online, i thought it was a small one day diaper bag, but it was bigger.
__label__pos	This is a good tub for transition between newborn to toddler
__label__neg	:-(  It just simply sticks out too far and isn't secure enough, though it is nice that it folds against the side when not in use (or you can just take it off completely). 
__label__neu	Maybe for older kids it may work
__label__pos	So rarely can you find everyone you need all in one product.
__label__pos	This Pack N Play has so many cool things, Vibration, Music and lights, mobile, shade, Changing Table, bassinet.
__label__pos	"""She loved to be in it and it was not painful on our backs at all!"""
__label__neu	on the floor on the chair and best of all on the go!
__label__neu	Our PeekaBoo Clutch Cube looks a bit different than this one...
__label__neu	Invest in better quality wipes rather than this wipe warmer.
__label__neg	I've had this pillow for 3 weeks and I am still not convinced.it does kind of help but I still find myself laying on the other side.
__label__pos	"""This product isn't that bad..."""
__label__neu	Plugged in it's still great,  but it's a hassle to have to lug the plug around the house during the day.
__label__neu	He is comfortable and there is enough water around him to keep him warm and for him to splash.
__label__pos	I love this potty seat. 
__label__neg	 The motor isn't particularly powerful, the music isn't very soothing, and I don't think she feels secure being so close to the floor
__label__neg	He starts crying 5 min after listening to them.
__label__neg	 Buy Dr
__label__pos	"""I'd give it 4 stars from our experience."""
__label__pos	This is a great carrier that is well worth the extra money it costs.  
__label__pos	After my husband figured out how to place it, we realized this was a great product! 
__label__pos	 I would recommend this swing to anyone
__label__neg	Kind of like a taco!
__label__neu	I had to switch to breastfeeding exclusively,  with no bottles,  to stimulate my milk supply back,  but now my daughter refuses to take a bottle what so ever
__label__neu	YES they will.
__label__neg	"""Among other things, we were never able to figure out how to get this thing to work."""
__label__pos	So much easier to find the exact food I am looking for.
__label__neu	I bought one of these bottles because i likes the idea of being more like the breast,  and i wanted to breast feed
__label__neg	I don't trust that no damage is going to occur.
__label__neg	When it came down to it I couldn't make myself spend the extra money for something that needed expensive refills.
__label__pos	That is all I need.
__label__neg	Another bad thing is they aren't biodegradable, maybe they should change that
__label__neu	The only thing is that sometimes it's just easier to note the time if you don't have the Itzbeen with you.
__label__pos	"""This Eurobath is wonderful."""
__label__pos	I love this bouncer.
__label__neu	This product is a great concept,  BUT it has a critical flaw for me.
__label__neg	 That left a residue at the bottom of the warmer which would emit a weird odor that might make you think something is burning
__label__neg	My son is 6 months old and can barely reach the floor. 
__label__neg	 It's these idiotic bottles
__label__neg	I honestly bled almost every time
__label__neg	"""I definately don't think this tub is appropriate for small babies."""
__label__pos	It works great for this!
__label__neu	It has a hanger that is attached so you just hang it to let it dry. 
__label__neu	However,  everything clogged in them and it never worked well for me at all.
__label__pos	"""Something about it absolutely mesmerized him."""
__label__neu	Our baby wasn't interested at all in sucking on anything in it.
__label__pos	It is basically for design now and to match my son's bedding
__label__neg	 No lights, no music, I could have just purchased a $1
__label__neg	I have a hard time putting these against my skin so it pains me knowing that my precious little one with his sensitive skin is sleeping on these.
__label__neg	 I wanted mainly for a sling, so that in public I could nurse without attracting to much attention, but it was too long and too much of a hassle to put it on so we returned it
__label__pos	Our daughter loves this playmat!
__label__neu	Go with a Jolly Jumper or Joovy Organizer instead.
__label__neu	I rather prepare a few carrots, a few apples and oranges, and other small recipes, than have a whole lot of one thing.
__label__neu	The parent unit can easily clip onto your pants,  or you can put it in your back or shirt pocket
__label__pos	this will keep you from having to hold the baby while bathing her, just lean her back into the cushion and wash with BOTH HANDS!
__label__pos	This is GREAT if you have an infant and toddler!
__label__neg	 Do not buy it
__label__neu	I am not a huge person,  but a little larger than average,  and this pillow just DID NOT work for me.
__label__neu	I received this gym at my baby shower so my baby (who is 7 months old now) has been playing with it for awhile now.
__label__neu	The venting also seems to work as she doesn't swallow a lot of air - doesn't burp or get gas a lot
__label__neg	I hate these bottles and plan to switch!!!
__label__neu	"Our daughter is always supervised, but it's nice to have a ""split second accident preventer."" "
__label__pos	She is now 11 months and they have held up great.
__label__pos	Easy to Use
__label__neu	i did get the baskets from PBK to store stuff neatly on the shelves.
__label__neu	Plus,  when you realize how many cycles the hospital pumps go through to get however much milk,  that's a lot of squeezing,  which is also not relaxing.
__label__pos	My little baby girl loves this chair.  
__label__pos	 I prefer the Munchkin brand of dishwasher basket. 
__label__neu	Who pays for that?
__label__neg	The most frustrating thing for me though is that after using it for a little over a month the little white disk would pop out of place, just when I would get a really strong suction going.
__label__neu	I have tried to play with how I screw on the lids,  or how tight they are (or are not) but the formula just pours out the side of the bottle.
__label__neu	Since we bought the dekor plus it is bigger, but since the smell keeps getting out we have never even allowed more than a day's diapers -5- to stay in there.
__label__neu	"""of course if your toddler keeps yanking at it then it will come off."""
__label__neg	The only thing I would change - make the hook removeable.  
__label__pos	The end result is a very tight but comfortable looking coocoon that works!
__label__pos	I would recommend this.
__label__neg	 I think it's a flaw in the motor
__label__neu	This is one of those products that can be terrific for some people and bad for others.
__label__neg	The only con lies with the issue of portability.  
__label__neg	We bought this cup for our 6 month old and from the very beginning it leaked. 
__label__neu	"I was initially dissapointed I did not buy one of the new tubs with a ""shower"" like this one."
__label__pos	"""Overall, this is a great monitor and a very great price."""
__label__pos	It has held up well and is easy to clean. 
__label__pos	This has worked so much better than rolled up towels which are constantly moving.
__label__neg	I tried to eat an apple slice through it.
__label__neg	 it wasn't hot enough
__label__neg	"""It's not that great for nursing--the brest friend works better."""
__label__pos	"""It makes life so much easier being able to take the baby car seat out of the car and just click it on to the stroller."""
__label__neu	Although it was easy to get it in there that didn't mean it was CORRECTLY installed.
__label__neu	Just go buy a normal body pillow.  
__label__pos	It's so much more effective and easy to use than the Diaper Genie, and you use your own tall kitchen garbage bags.
__label__neu	But I'm planning to sand it down a bit, which will probably resolve things - and THAT will be our preferred new and improved Genie.
__label__neu	I currently put her on the safer bather (read my review) or put her in the tub alone.
__label__pos	This was also easy to take to parks, etc. and the cloth cover is easy to take off for washing.  
__label__pos	It's great for travel, and the items are well made and attractive in appearance.
__label__neu	"I tried twisting the top of the nipple to ""open"" the hole and tried again"
__label__neg	In the beginning the musical star startled him and we left it off.
__label__neg	- measurements are WAY off (8 oz bottles will NOT hold 8 oz)- extremely hard to read the off measurements when baby has drank a couple ounces
__label__neg	 Very noisy
__label__pos	"""This swing is excellent."""
__label__pos	And the back support is a life saver since my 5 month old is already 18 lbs.So...take my advice.
__label__pos	My daughter is 1 year old now and we've only had to buy maybe 4 refills so far.
__label__pos	It is very safe as it comes with a kickstand to prevent falling forward.
__label__neu	You can't help but get milk on it sometimes...or spit up.
__label__pos	Works great for collecting leaked breastmilk and thereby minimizing waste; ventilated shells are great relief for injured nipples; appearance drastically improves if worn with a lightly padded braProduct comes with two soft bases (rings fitting around nipple) and two sets of covers.
__label__pos	my baby likes to hang one foot off the side and dip it in the warm water.
__label__pos	In addition, the design allows you to use the set through your child's toddlers year.
__label__neu	I contacted customer service and they were very helpful offering suggestions,  though they did not offer a refund since it had been several months since the purchase
__label__neg	I had nothing but leakage problems with these bottles
__label__neg	"I was hesitant to buy too since the ""sheet"" is expensive and hardly a ""sheet"" at all."
__label__pos	Six months later this sterilizer has done very well under heavy use (6+x/day) I quickly learned to use oven mitts to remove it from the microwave.
__label__neg	This makes the cup virtually useless for me because I bought it so my son could carry it around the house without spilling all over the place! 
__label__neg	for 24 hours
__label__pos	I just open the plug and wait for the water to leave (holding the plug open with one finger speeds the process).
__label__pos	Since this is the only monitor I have had experience with, I can only rate it based on how it has worked for me.I have been very happy with this monitor.
__label__pos	The fit is great and texture is great too.
__label__neu	Maybe if they had a thinner mesh??
__label__neu	I have to readjust my position to avoid that.
__label__pos	It pumped better for me than the Symphony did in the hospital.
__label__pos	I would rather throw the diapers on our kitchen trash can.
__label__neu	 I was in pain for days after I gave birth,irritable because of the lost of sleep and trying to conform to the babies temporary sleeping pattern
__label__neu	But it does make it seem safer.
__label__neu	"""to remove, just use the tip of your finger."""
__label__neu	It's great to have a clean surface on which to put our babies food and not to have to carry dishes with us when we travel.
__label__neg	There is tons of static and extra noise
__label__neu	I did not,  however,  have peeling paint,  as others have.
__label__pos	I love it and have taken it to concerts in the park, picnics, festivals, wineries - basically any place where we might want to relax outdoors and not worry about finding provided seating.
__label__neu	It was a difficult first baby shots day and he was hurting on both legs.
__label__neg	 I would suggest that parents shop around before purchasing an item that is cheaper
__label__pos	"""This is great for babies learning to crawl and beyond."""
__label__neg	The little Elmos are the only pieces that are made of no-slip rubber.
__label__neu	 Might as well save myself the frustration and get my windows tinted
__label__pos	I liked the idea of taking it from room to room like others have said, but I'm finding that in reality, with a baby in one arm, I just can't.
__label__pos	This pump works better for me then the one from the hospital!
__label__neu	His feet either have a bell in them or are crinkly sounding; as is his scarf.  
__label__neu	While I was happy about being able to use regular trash bags,  that was all that really impressed me with the Diaper Champ.
__label__neg	Related: With this seat, you either suspend the baby *above* the water or waste dozens of gallons getting the water line high enough to *reach* the baby. 
__label__pos	it's worth the money and freedom your arms get *especially with a fussy baby always needing to be held*.
__label__neg	"""This diaper stacker is a joke."""
__label__pos	After holding a baby for so long, your arm gets numb so I used this pillow to just hold my baby and still rest my arms.
__label__neu	Currently my little one is 5 months old and I have only just started putting him in the back position.
__label__neu	I have a hand wash,  line dry car seat cover and this just doesn't cut it at all.
__label__pos	I took both out of my car.
__label__neu	Please,  I have it,  my daughter is 9mths old and ask me how many times have I used it
__label__pos	The inflatable tub works well.
__label__neu	Here's some tricks for this Champ.1.
__label__neu	ADDITIONAL INFO
__label__pos	The contoured seat in the Space Saver High Chair helps to prevent that.
__label__pos	we liked it for the first few time he got a bath.
__label__pos	It's very comfortable and convenient to use.
__label__neu	** AGAIN- These collars on these bottles WILL fit ANY Midela bottle Assuming you match the right nipple with the right collar.
__label__neu	I thought that I just had to have this bottle warmer.
__label__neg	I don't know how this chair has passed so many safety standards.
__label__pos	"""This product is a must have for all moms!"""
__label__pos	We were so grateful to receive this at a baby shower- it was something we really wanted.  
__label__neu	Impractical execution,  though.
__label__neu	Most of the cheaper ones are too small for when the baby grows past a few months.  
__label__neu	Secondly,  you have to push it WITH the diaper - and you can imagine that you might get your hands dirty doing that
__label__neg	 I know there are not many hygeia pumpers out there but just in case, save yourself the time and the money and don't buy it as it does not convert for the hygeia threading. 
__label__neu	The crotch strap would not budge,  and the whole seat was very flimsy with tons of straps.
__label__pos	And this bouncy seat/rocker has been one of my favorites!
__label__neu	"""my husband and I decided it was time to at least let him go to bed earlier than we did so that we could have some alone time."""
__label__neg	 I then bought the Ergo carrier and my son and I are comfortable and happy and we can continue to comfortably use it until he is 50 lbs (not that I will
__label__neu	the shower is extremely weak and the water flow is so slow that i stopped using it few minutes after the first time i tried this product.
__label__neu	I can't imagine going home from the hospital without being able to see our newborn along the way.
__label__neg	Gets the counter soaking wet because it leaks
__label__pos	My six week old loves it too.
__label__neg	Surprised at the hassle and the warmer now serves limited purpose
__label__pos	(I cleaned and dried it immediately, and never had any problems.)
__label__pos	He loves to shake it and listen to the snackies inside, then he just reaches in that cute little hand and grabs a snack and just grins. 
__label__neu	It's all part of the joy of having a baby boy
__label__neu	I even searched for information about Recalls on this warmer but found nothing.
__label__pos	We ended up buying the Primo Eurobath and it's perfect!
__label__pos	I got this as a registry gift (and added it from a recommendation from a friend), and I am so happy we have it.  
__label__neu	There are several different materials on the quilt, which adds texture.
__label__pos	These were so cute when I got them in the mail.
__label__neu	I ended up returning it to BRU
__label__neg	finally gave up. 
__label__neg	"""The design leaves MANY crevices where mold develops (under the flip top, the spout area, in and around the inside..)."""
__label__neu	Hope this helps!
__label__pos	I ended up buying a used Pump-in-Style online and love it. 
__label__neu	Evenflo has removable and REPLACABLE toys
__label__neu	I thought it would keep his drinks cold in the summer and be easy for him to use.
__label__neg	 It would shift and semi-collapse in use if my son squirmed and all in all made potty trips a bad experience
__label__neg	 He hates them
__label__neu	I bought it because it was cheaper than baby bjorn and I thought that it would be the same,  but I just do not feel that it is that sturdy.
__label__pos	"""I call this the best $40 I ever spent since it is so versatile."""
__label__pos	my son has loved this toy since he was 5months old (i have posted pics). 
__label__neu	We registered and recieved the Baby Einstein Center thinking that we were getting the most edicational product for our child--atleast for stationary entertainers.  
__label__neu	Whatever it is,  I (and others,  clearly) found this product wildly disappointing.
__label__neg	It's very floppy / flimsy and really doesn't provide any support for the babies head (which is why we thought it would be good to have)Plus you only use it for about a month or two.
__label__neg	 I have returned mine and indicated to Amazon the incorrect descriptor on the website
__label__neg	I've got two in diapers now and there is no way I can continue with this one any more.
__label__neg	It is very uncomfortable for my daughter.
__label__neg	I really don't see the big deal about this toy,  and neither does my 10 month old
__label__pos	We finally found two places where the static isn't THAT bad and we now leave the monitors there,  plugged in and turned on ALL the time
__label__neu	I am able to get a 4-6 oz.
__label__neu	The view in this is very clear though small.
__label__neu	It ended up being very difficult to hold her upright at all times while trying to wash.
__label__neu	We actually have to Genies, one of the earlier model and one of the purportedly new and improved Diaper Genie. 
__label__neg	 We only have motor issues
__label__neg	These diaper doublers are paper thin
__label__pos	THey fit my oven knobs very loosely so my son likes to make them spin around and around
__label__neu	I expected great things from this blanket since Baby Bargains raved about it.
__label__neu	We absolutely hated the diaper genie.
__label__neg	Strangest thing I have ever seen.
__label__pos	This product exceeded my expectations.
