,polarity,summary,reviewText,year,uuid,asin,reviewerID
380,positive,"If your looking for a great burp cloth, look no further!","After searching online and in many retail stores at malls, Target, Babies and Toys 'R Us and Walmart, I was only finding these gauze type ""cloth diapers"".  I was appalled that these were considered soft enough or absorbent at all to be put close to my baby!So, after no success, I came on to Amazon and found the many incredible reviews of this product using them as burp cloths.  I decided to order one package and when they arrived I was thrilled at how soft they were and looked forward to using them with my new baby.  They absorb a great amount of formula since my son is quite a dribbler and they wash wondefully.  In fact, I think they have even gotten softer.  We were so happy with this product that we purchased another package within the first few days that we used them.So, if you are looking to use them the way we did and find that the gauze type found in most stores to be unacceptable, then get these!!!  You won't regret it!",2005,1116806400B0000649E5A3AIIBXOIZ3J2O,B0000649E5,A3AIIBXOIZ3J2O
381,positive,Great entertainer!,"I bought these for my son for his infant carrier. He loves them! Whenever we are out and he gets upset, I pull or swing the bugs and he stops. Unfortunately he'll be in a regular seat soon and I don't think I'll be able to use them anymore. Also I wish the 'vibrating' bug went up slower. Other than that great toy!!! Also a great price!!!",2005,1112486400B000058DNEAIJ3JAT8596TA,B000058DNE,AIJ3JAT8596TA
382,positive,Parents life saver,"When we fostered our first child  a friend let us use a very similar one from One step ahead. We made it huge by not closing the ends together but make a semi circle wall against a wall outlet free wall and she had the best time in her area I never had to worry about her safety as I went about my daily chores, she even took naps in it. She cried when I took her out of it. And she enjoyed it outside as well. We had to give that one back and when our new baby was born we bought this and have road tested it with my 16 month old nephew he loves it as well and his parents are buying it for him and his new brother on the way. I would say of all of our baby gear purchases this was the best!!!!",2005,1133308800B008CMQTZIA26AGFVWTXKZIC,B008CMQTZI,A26AGFVWTXKZIC
383,positive,Loved this gift!,"We received this gift for our son and have used it since he was born. He is 21 months old and still loves looking at the stars. He will point to the ceiling and say ""stars."" He loves pressing the buttons to change the colors on the ceiling. We have no problem seeing the amber color on his ceiling. We are going to buy the sea turtle one for our baby on the way. It will be nice to have the both since we are turtle fans! I think this gift along with the sleep sheep by the same company are wonderful!",2009,1261699200B000BNQC58AX4U144YCMLV4,B000BNQC58,AX4U144YCMLV4
384,positive,Best bottle system. Period.,I understand that some people might have a problem with this bottle type. If you screw the top on crooked at all or too tightly - you may have issues. But if you take a second and make sure that you are screwing on the top properly - you might have a leaking bottle once every 30 or 40 tries. I have used 4 of the other top brands and am very pleased with Avent. The Brownies are really good too - but just too hard to clean on a regular basis. If you only use a bottle once in a while - use browns - but if you use them a lot - get Avent. Only way to go.,2007,1187395200B000056HNXA226VGZWOEBPGL,B000056HNX,A226VGZWOEBPGL
385,positive,Good for grabbing,"I like this toy because my almost 6-month old son can easily grab and hold on to it.  However, he's at the stage where he wants to put everything in his mouth, and he tends to get frustrated becaues this doesn't really lend itself to being chewed on.  I think he'll like it more when he can play with it like a ball, rather than trying to use it as a teether.",2009,1253664000B001UF8BL4A3VWTB09FI0MCQ,B001UF8BL4,A3VWTB09FI0MCQ
386,negative,"Maybe, maybe not","The product looks and functions more or less as expected, well much more like less.  Unfortunately, the plastic is weak and overly flexible, whereas it should be strong  to resist bending it off.  Also, the locking mechanism is too easy.  The product doesn't work well on straight knobs that don't have anything to hang on to. I don't recommend this product for a cabinet you really want to keep secure.  If a child is incapable of removing this then it also means s/he can't open a door either, because it is so easy to remove, so don't get it.After using this product for over a year as an infant has grown into a toddler, my opinion of it has gone down further.  The plastic is so flexible that it is very easy for a child to take it off.  If anything, this product is more of a toy than a barrier.  I have tried it with several kinds of drawer knobs and it doesn't work with any of them.",2007,1186876800B000I68QHAAWI6BQXM3A4CX,B000I68QHA,AWI6BQXM3A4CX
387,positive,Keeps the germs away,My son used this until he refused to sit in the basket anymore.  I just washed it every so often and kept it in my car for next time.  Maks them more comfy and keeps them warmer in winter.,2007,1173225600B0002CRS9MAS0YA2C8A73O3,B0002CRS9M,AS0YA2C8A73O3
388,positive,Love it! Bought it for my daughter but I use it instead!,"I originally bought this for my daughter's lunches, but it's so darn cute and the size is just right to fit in my bag that I ended up using it and bought her something else. So - if you eat a huge meal, I guess it wont work for you, but your average sandwich, chips, fruit and/or cookie plus napkin fits in just fine. Plus it's super easy to clean and has thermal properties.So - not just for kids :o)",2009,1253145600B000ST6Y58A2YCEKVUN1W5F1,B000ST6Y58,A2YCEKVUN1W5F1
389,positive,My boy loves this,"It was fairly easy to put together, (I did it myself in about half an hour with the baby watching me). It was well worth it for the price and as the weeks have gone on he interacts with the different toys in different ways.",2008,1208390400B000BOKAKAA28H3TFVXAIMUL,B000BOKAKA,A28H3TFVXAIMUL
390,positive,A Miracle Seat,"We got this infant seat from a local Once Upon a Child. We hadn't read any of the reviews, but picks it because of its soft seat and soft-pastel colors. Our baby passed out in it for hours in her first few weeks. Then, she hated sitting there and cried endelessly whenever we placed her there. We tried attaching the bunny, but she hated that even more. As she neared 8 weeks old, she learned to find comfort in a pacifier and would accept sitting there with a pacifier to sleep...sometimes.Today, she is 10 weeks old and I finally had the sense to install batteries in it! Following a fit of 15 minutes of nonstop crying, she cried on and off for another 10 mintes to the vibrations and music, then passed out altogether. This is the first day in almost two weeks that she has fallen so soundly asleep there. The music is gorgeous, by the way.Another plus is is compact foldability. Very easy to fold and carry from location to location. I wish this were the case for all baby gear, although if you research and choose wisely, there are plenty of options out there.We LOVE that it is so soft and accomodates up to 25 pounds. Our 2 and 3/4 year old son is only about 22-23 pounds and still sits there.Be careful to always buckle baby in or else she slides downwards pretty easily and quickly.",2009,1261094400B000I5REU6AFCFQZWVOKSMC,B000I5REU6,AFCFQZWVOKSMC
391,positive,What a lifesaver!,This product has made bath time a completely fun experience with NO TEARS! My 21 month old daughter hated to get her hair rinsed either by laying her down to rinse or pour water over her head.  She would always duck her head and end up getting it into her eyes.  This solves our problem.  It suctions around her head perfectly and leaves her face completely dry while completely rinsing her hair.  I wish I would have found and purchased this sooner!,2009,1260403200B001B1C7R6A103NIIU3EJZIG,B001B1C7R6,A103NIIU3EJZIG
392,positive,Something other than plastic,My baby loves this...we hang it from his play gym to keep it interesting.  It appears very well made and gives him a new texture/weight of toy to play with.,2008,1216252800B0002HYCJQA1OYGLMBUF0KIL,B0002HYCJQ,A1OYGLMBUF0KIL
393,positive,so conveniant,"I love this system because it's so easy. Rather that washing the bottle you can just change the liner and wash the nipple. I use store brand non-drop-ins because theyre cheaper and the regular ""bag"" liner colapses easier.I agree with other reveiwers, the slow flow nipples that come with the bottle are worthless. My 1 month old gets frusterated that nothing is coming out. We tried the tri-cut and again he got frusterated so i ripped the cut a little bigger and that works so I went and got the fast flow.",2005,1125100800B00008614FA2MNP2DJ9XMVXP,B00008614F,A2MNP2DJ9XMVXP
394,positive,These are my nursing pads of choice.,"Yes these pads are thicker than most.  I usually put them over my fist and try to shape them ""rounder"" before I put them in my bra.I like these the best because they don't have the plastic liner on the backs.  This is important to me because I don't want ""liquid"" locked in between plastic and my skin.  Also, I don't feel as if they are as ""hot"".I wish I could say they were too small but I have found them to be the perfect size for smaller women A-B cups.  I have never had a leak-through and have been very pleased with the success of these pads.",2005,1129593600B00005V9NVAZTY4WBRB5MAL,B00005V9NV,AZTY4WBRB5MAL
395,positive,a must have,"I love this product. You can use any regular trash bag. So far we have noticed NO odors. It is easy to use. It fills up somewhat quickly, but you can make it last longer by wrapping diapers tightly before placing in the champ. The price is very affordable as well.",2003,1049673600B00003TL7PA7AG3ZCVU2YNC,B00003TL7P,A7AG3ZCVU2YNC
396,positive,"Entertains, but with a few quirks","My daughter loves being in her swing.. and usually falls asleep in it.. I can count on at least an hour or 2 of 'me' time when shes sleeping in it.  It goes with the rest of the Windsor products I have, but here are my complaints about the swing...1. The motor is a bit noisy, but does not overbear the music.2. In order to snap the tray down, I have to bend it a bit.. it does not align perfectly with the end it snaps onto.3. I wish there was a locking option for when I put my daughter in the chair, so the swing wouldn't move when Im trying to put her in it.4. I had the same problem with the mobile falling to the back, but if you move the arm forward enough, it doesn't fall back, but it wont turn, because the bears hit the area where the motor is. I'd rather it not turn than her not see it at all.5. I can only find the tray toys online at the Graco website, but they give you no description.6. You're supposed to be able to fold it up, but I haven't figured it out yet.. looks like I'll have to find the manual.I gave it 4 stars because it looks nice and it does do the job its supposed to do (entertain my daughter) which is the most important thing to me..",2005,1134345600B0002FQVJCA3M666LJCG5W0G,B0002FQVJC,A3M666LJCG5W0G
397,positive,Wonderful!,"Before this swing my son only slept well when he co-slept with me.  Now I have this swing next to my bed and he sleeps in this swing every night.  It rocks him to sleep and he'll stay comfortably asleep in it for most of the night.  Recently we traveled and I dissembled it (an easy process) and packed it in a suitcase with the rest of his stuff.  He was able to sleep comfortably, just the same as usual, while we were away from home.  That alone is priceless!  I like the ability to set the timer for it to turn off and I like that the music isn't obnoxious.  Also, it seems like when you are on the lowest levels the swing is hardly moving.  This is a great transition for the swing stopping and can help baby sleep in it longer.  The portability of this swing in great -- I've taken it into the bathroom to have him close while I get ready for the day and I've taken it to our backyard so that I can watch our older child play.  We have a full sized cradle swing we keep in the living room for during the day, but I wouldn't want to live without this as our nighttime and traveling swing.",2009,1252108800B000NUJM0GA357TTTJ9Q11LB,B000NUJM0G,A357TTTJ9Q11LB
398,positive,Very Soothing!,"This swing really does all that it offers. You'll save on buying a bouncer since this is included. As for the noise, it does make a slight sound, but not as loud as the previous reviews made it out to be. I tried the other swings before ordering this one since I heard about the noise, and they all either make some type of clicking/moving sound due to the movement. If your sweet peace is really that loud, then you may consider returning it. On the down side, it is a bit expensive for a swing, but then there are those other extra options you pay for.",2008,1199232000B000WIEH2CA1G8YTVIKK9SW6,B000WIEH2C,A1G8YTVIKK9SW6
399,positive,We love this bag,This is a great bag for longer trips.  It holds so much and is very durable.  The changing pad is a great size.  Both my husband and I love the look of the bag.  We feel a little more trendy when carrying this one.,2004,1096329600B00006JZHDA2GZX4MOA9D534,B00006JZHD,A2GZX4MOA9D534
400,negative,meh!,I've had this pillow for 3 weeks and I am still not convinced.it does kind of help but I still find myself laying on the other side.Not as comfortable as I thought it would be.,2009,1259798400B0000635WIA2J16OL382L9EU,B0000635WI,A2J16OL382L9EU
401,positive,great product,great product.  well made and versitle.  I use it on our Bugaboo Bee and its a perfect fit.,2009,1245542400B000SN9T1KAFYQ1A9C0G3HT,B000SN9T1K,AFYQ1A9C0G3HT
402,positive,Good entertainment,"My sons gums are sore but he is not really teething yet so as of yet this item provides good entertainment, he loves shaking it about. If it helps sore gums I am not so sure but we will see when that time comes.",2009,1258761600B002K682OIA1PL26IY3DZP8T,B002K682OI,A1PL26IY3DZP8T
403,negative,Could not get rid of plastic taste,"I ordered this sippy cup for my daughter because it was BPA free.  It now sits in our cupboard, not used because I could never get the plastic taste out of it.I would also caution parents with babies who are just starting to use sippy cups that this is not a great one to start with.  While it may be effective in preventing spills, it also is hard for newbies to get fluids out because they have to suck so hard and they are not used to doing that.",2008,1227139200B000MRK5OCA279A4Y2N1CQ26,B000MRK5OC,A279A4Y2N1CQ26
404,positive,Use for cleaning and they do a good job,"I use these wipes for cleaning my son in the morning. I use them with warm water  (or camomile and jojoba oil which I make and put in a little spray bottle) and wipe his face, hands and toes and then throw them in the wash and so far they are holding out nicely with the every day use. They are very soft and seems to last very nicely. Super good for taking on the road to clean faces and hands with a little water or camomile/jojoba oil mix  (wipes can cause allergy and often contain perfume and should really never be used on baby's face).",2009,1258761600B001NAAQNWA1PL26IY3DZP8T,B001NAAQNW,A1PL26IY3DZP8T
405,positive,The Cutest Nursery Theme!,"I like this bedding set.  Our baby loves the animals.  We also got the mobile, the lamp, and the wall hangings.  It's great for a boy or a girl, so you will get lots of use out of it.  The colors are nice and neutral, but cheerful enough for a baby's room!  A great bedding set all around.  The comforter part is kind of impractical, but great as a decoration.",2006,1136851200B000071OVQA3MI8RN7408373,B000071OVQ,A3MI8RN7408373
406,positive,Great gift,"This set really is great. It has 4 9oz bottles, slow flow (number 2) nipples, 4 sealing disks, 4 travel nipple bases, and a newborn pacifier.This, combined with a 3pk of 4oz bottles makes a a great start to infant feeding.  It will also save you some money because you won't need to buy the Breast Milk Storage kit.",2004,1073001600B0000AY9Y0A2ZM9BGE3K3SY2,B0000AY9Y0,A2ZM9BGE3K3SY2
407,positive,Great glider,"At first we didn't think our little one liked this, but with persistance, we have been successful.  He really enjoys it now.  Works great when you need a minute to cook supper, clean something or fold clothes.  He has even fallen asleep once in it.  you can also attach links with toys the the bar for something for a little one to play with.  This has been a very useful and helpful item in our house.  Great quality, very comfortable.  Highly recommend.",2008,1201219200B000B4SVM4A2065HBMYDXJ1S,B000B4SVM4,A2065HBMYDXJ1S
408,positive,Great tub!,I received this as a gift.  I didn't use it until my daughter was 5 months.  It's wonderful!  While you would never leave a child unattended - it does provide a great deal of support.  I have a hard time getting my daughter out of the bath - she just loves being in there!  I highly recommend this item!,2004,1097280000B000056OV0ANDCIRDLNLV47,B000056OV0,ANDCIRDLNLV47
409,positive,Great crib!,"The first crib they shipped me was damaged in the shipment, so I asked them to ship another one...the second one was also damaged...I was able to take pieces from both to make a useable one...It is a great crib! It folds up and can be rolled on it's wheels even when folded. It can be assembled very quickly. So I rate the item very high, but check out your product when you receive it because the FedEx guys really beat ours up!",2008,1206576000B000056HNDA23QKQPXQ8ZQR4,B000056HND,A23QKQPXQ8ZQR4
410,positive,still working well for second baby,I just had my second baby and am still using my original Isis breast pump that I used with my first child four years ago.  I only pump occasionally so I don't know about using it for expressing many bottles.  For what I have used it for it has been great and is very easy to use and clean.  I am able to get a 4-6 oz. bottle in 10-15 min. and the Isis is very comfortable to use.  I use mine with the disposable system and freeze milk for whenever I need it.,2005,1111622400B000066CMVA1P708DJ39TQ4W,B000066CMV,A1P708DJ39TQ4W
411,positive,Not just for baby,"The best tip that I got when I was pregnant was to get a Boppy.  Then, if you have a vaginal birth... SIT ON IT!  Sure enough, I did and I did!  It was so much better than the pillow that the hospital gave me for the same purpose.Yes, it is also good for feeding the baby.  And it is wonderful when baby is three months or so and wants to be propped up a bit to see that ever-expanding world.",2005,1133740800B000069RAOAE3588RT02XUL,B000069RAO,AE3588RT02XUL
412,positive,"Great, just lacking smaller attacher","After trying several pacifiers including the binky, my 2 month old loved the soothie. While other pacifiers seemed to allow air to be sucked in, the soothie makes a tight seal. I also love that there is no nipple air pocket that seems to look grungy very quickly. The only change I would make would be an smaller attachment system. I have avoided buying the attachment because it looks so big! I might give it a try...",2008,1211587200B000LM2R44ATOS43PU744NH,B000LM2R44,ATOS43PU744NH
413,negative,I'd give it zero stars if I could!,"I do NOT understand why anyone likes the Boppy for nursing.  I am a pretty small woman (about a size 8) and I found that the donut-hole in the middle was so small it buckled in the front when I tried to put it around my waist.  Not only that, but it really needs to sit around the hips in order to be low enough to rest the baby on -- and that never worked, it just kept riding up to my waist. And because it's so round and puffy, I had to use just as much muscle to keep my baby from rolling away from me as I would have to hold him up!  I tossed it in the closet and used regular bed and couch pillows instead.  Also, I couldn't use it in any chair with arms (like a rocker or a dining-table chair because the big fat arms of the Boppy got in the way of the arms of the chair.",2008,1221696000B000KW5I6EA1Y1R5R1C96Q5M,B000KW5I6E,A1Y1R5R1C96Q5M
414,positive,What a great pump!!,I borrowed this breast pump from my sister and it is awesome!  This is my third child and I have breastfeed all three.  I have tried them all and this one is great.  The one-hand squeeze handle allows me to do other things while pumping!  I am only expressing twice a day so it is easy to clean!  What a great investment.,2004,1073952000B000056HNZAV5D4G1V1CSW2,B000056HNZ,AV5D4G1V1CSW2
415,positive,nice training aid,"This is a cute chair, it must be comfortable, because my grandson will sit on it for quite a while.  Its versatile, can go on the real toilet and be used as a step stool. (my grandson likes to stand on it to peek out the window). It plays tunes when peed in, although as the baby soon figured out, if you bounce up and down hard enough, it will play, diluting the reward feature. I am happy with it.  The only other disadvantage of this potty is that the seat area is a little small, and you have to be careful that boys don't scrape their weenies when sitting or getting up from this chair.",2008,1229385600B000JNN6Q8AP8D74QD9LUUL,B000JNN6Q8,AP8D74QD9LUUL
416,negative,Doesn't help her head,"I am not rating this very highly because my daughter's head still flopped around quite a lot when I used it because babies' car seats have them sitting almost upright even as newborns.  This didn't help her head from going side to side or even forward.  Also, my car seat came with one.",2002,1031875200B000056JCCA2A4M3EDEUKG3L,B000056JCC,A2A4M3EDEUKG3L
417,positive,Snack Trap,"What a terrific invention!!  We give our daughter all sorts of foods in these cups (Cheerios, Veggie Booty, Cheddar Bunnies, etc) and the innovative lids really help keep the mess to a minimum.  Now that isn't to say we never have to clean Cheerios out of her carseat or stroller, because we definitely do!  Still, she is by no means ready for a baggie or an open container, so without these containers she wouldn't be able to ""snack on the go.""My daughter is almost 19 months old and cannot get the lid off the cup, but I have heard of children who can.  I think my child is too interested in the food to spend time wondering about the lid!",2005,1119830400B0009FIMPGA2TCI0C6PWWLW2,B0009FIMPG,A2TCI0C6PWWLW2
418,positive,Cute Mobile with Variety,"When I was searching for a mobile for my daughter's crib, I wanted something that would be gender generic and cute.  This mobile provides adorable rainforest animals that actually face down so my daughter does not have to simply look at animal bottoms.  The music is a nice variety, and the little glow from the picture on the base is pleasant.  The remote to turn on and off the mobile seems like a nice convenience, but I haven't used it except to test it.",2009,1235520000B000JIHP88A3752DDGZ3COTF,B000JIHP88,A3752DDGZ3COTF
419,negative,Shrinks when boiled for sterilizing,Very very cute bottle but it has a huge flaw. I was instructed by my pediatrician to boil all nursing items for 20 minutes due to my daughter having recurring Thrush.  I put this nurser in with other bottles my daughter had used that day because she touched the bottle repeatedly during feedings after having her hands in Thrush infested mouth.  This nurser shrunk like a shrinky-dink!  It shrunk to about 1/4 of it normal size.  Strangest thing I have ever seen.  Do not use/purchase this nurser/bottle if you boil your bottles to sterilize them due to you or your child being sick.,2009,1237420800B0006FHBAQA3KJSCZZN0LZEG,B0006FHBAQ,A3KJSCZZN0LZEG
420,positive,great for tantrums,This toy gets my son's attention.  The music and the lights are a perfect combo. When he throws tantrums or get restless...it always gets his attention.  I love it.,2009,1245456000B000YDDF6OAY5UM0DV5T3YW,B000YDDF6O,AY5UM0DV5T3YW
421,positive,This thing ROCKS!,"My daughter got this when she was 3 and at 4 years old she still rides it all over the place, it spins in circles, sideways, back and forth... its so awesome.  Every kid that comes over hops on it and goes for a ride.  It's truly one of the best toys I've ever bought her, we're getting the smaller one for our 1 year old as well.  I can't wait!  I recommend this to everyone I know, totally worth the $$!",2007,1178841600B000GWWA8CA38GJX2ULM3VUC,B000GWWA8C,A38GJX2ULM3VUC
422,negative,Disappointed,"I like that this garment is flame resistant, that it is spacious and sleeveless, but that's about it.  The fabric has an unpleasant feel and the zipper began to break after only one use.  It continually splits from the wrong end, so every time the baby wakes up, she's come out of it.  I regret this purchase.",2009,1257292800B000069EXNAO1HCBT9PKWNO,B000069EXN,AO1HCBT9PKWNO
423,positive,Excellent product.,"I make my own baby food and I got both the freezer trays and the travel dish, so that I can pack food for my little guy to take to daycare.  It worked out great.  The food fits from the freezer trays right into this dish, so every night I popped them out of the trays and into the travel dish and put them in the refrigerator.  They defrosted overnight and my little one had food for daycare the next day.  Having the spoon right there was great too.",2008,1207094400B000A6MPFCA2N0V3UY3XIGLE,B000A6MPFC,A2N0V3UY3XIGLE
424,positive,Excellent teether and toy,"I highly recommend Sophie-- our son loves her! He smiles every time we hand her to him. She has many surfaces that are great for chewing (and he chews a lot): feet, ears, neck and face. She's very durable and easy to keep clean. The high contrast spots are visually appealing. And it's nice that it's natural rubber. This reminds me of a product that might have been around when we were little, which is refreshing nowadays with the plethora of battery-driven, light-up toys, etc.",2009,1235174400B000IDSLOGA1MPJ2E59OHNHR,B000IDSLOG,A1MPJ2E59OHNHR
425,positive,Love it! Has proven well through time.,I bought this for my son when he was 2 and a half before we took a trip that would have us visiting a couple of hotels in a couple of different cities with my in-laws. Two years later it has been used so many times I can't even count. My son LOVES it still and I wouldn't replace this purchase for anything. I highly recommend it.,2009,1261440000B000H1MRJOA1457MB97F27X6,B000H1MRJO,A1457MB97F27X6
426,positive,Wonderful tub from birth on up!,"I agree with many of the other reviews ... there is no need for a pricey bathtub, this one works fantastic!  The 3 stages of this tub (newborn, infant and toddler) will make it a useful item for a long time.  The sling feature is perfect for newborns.  The non skid pads in the infant side are a great feature, and the high angled back is very supportive.  The tub is a great size -- not too large to store and fits in most standard sinks (I have a 1 1/2 size sink).  We've moved into the upstairs bathtub, and I just place this inside the tub while our little guy kicks and splashes.  At 26 inches he still fits nicely in the infant side -- we have not yet moved to the deeper seated end for toddlers yet.  We may just move to a tub seat when he can sit well enough.  This is a great tub and a great value for the price.",2006,1143072000B000067EH7A1G9SNNWU5XAI9,B000067EH7,A1G9SNNWU5XAI9
427,positive,Highly Recommend!,I know many people who bought this and not one has complained about it.  My daughter loved it from day one (it was the only way we could get her to sleep at night for the first 2 weeks!).  The music and fish are fun for the baby to play with also. I like that you can choose which was it'll swing (side to side or front to back) as each baby is different in their preferences!,2006,1142899200B0006FHFYSA1KY6LJAW1POE1,B0006FHFYS,A1KY6LJAW1POE1
428,positive,Old School Entertainment,"I bought this for my son when he was 3 months old.  I love how easy it is for him to grasp the rings and skinny bar in the middle.  The clear side of the rattle has a spinner in it with three different sides:  a bullseye, a ladybug, and a mirror.  I love twirling the spinner for my son.  It's very relaxing to watch - almost hypnotic.  This toy reminds me of the kind of stuff I had and loved as a baby.  In the age of overstimulating toys, this one earns five stars from our family for being super inexpensive, captivating, and simple.",2009,1257984000B002L3T9VAA1DI7KMBSK5MTU,B002L3T9VA,A1DI7KMBSK5MTU
429,negative,Too bulky,"Bulky bulky bulky.  Other reviewers said it as well. This holds the soothie, but so will any other paci clip with a string loop at the end, like the booginhead one (nothing special there). The clip is unnecessarily bulky, as is the part that attaches to the binky. Not a favorite. We prefer the wubbanub pacifier. It doesn't attach to anything but it's definitely the best!",2009,1256947200B000VB7D1CA18XJNKN0JMZOM,B000VB7D1C,A18XJNKN0JMZOM
430,positive,Love it (and true: the remote is really not that necessary!),"My two cents about this fantastically designed mobile by the Tiny Love folks: our two-month old gets &quot;hipnotized&quot; by the figures SO MUCH, that the truth is he stops noticing anything else aruond him. This is why the remote is not that big of a deal: he doesn't really mind if you come in or out of the room, and as a matter of fact, he even loves the mobile if it's stopped. As for the figures, they are very colorful and well designed too... and the elephant is just too funny, twisting like crazy because of his extra weight).All in all, a highly recommended mobile (any Tiny Love), but if you want to save a few bucks ($10 I think it is), skip the Deluxe version and get the regular one.",2003,1071619200B00006G963A1IANEBSMVGHS9,B00006G963,A1IANEBSMVGHS9
431,negative,Diaper Genie = Your nursery will smell like a sewage plant,"We HAD a Diaper Genie, it's a total waste of money and plastic. The Diaper Genie was so hard to use and didn't do anything to stop odors. My son's room smelled as if we threw the dirty diapers in an open garbage. And the fact that you have to buy their ""special bags"" added insult to injury.We replaced it with THE FIRST YEARS CLEAN AIR DIAPER DISPOSAL SYSTEM. It's so much more effective and easy to use than the Diaper Genie, and you use your own tall kitchen garbage bags.The greatest thing about The First Years Clean Air Systen is that it can store about 6-7 days of my son's diapers without NO yucky odors. WOW!! We love this product so much. Our son's room smells clean with no poopy odors, and we save money by using our own tall kitchen bags. It's also very easy to change--no confusing bag twisting.STAY AWAY FROM THE DIAPER GENIE. You'll just end up having to replace it because your baby's room will stink terribly.",2007,1174089600B0001NE8OAA1MAI0TUIM3R2X,B0001NE8OA,A1MAI0TUIM3R2X
432,positive,I Love to See His Smilely Face!,"I really love having the mirror!  We didn't get it until my son was 6 months or so, but I'm getting my money's worth now.  I don't know about the projectile thing... ours secured to the tether at the top of the headrest, but if we get into that bad of a crash, I'm sure window glass, or something, would be more of a hazard...  I recommend it.",2006,1143244800B0000E3D8LA19OGW5YP7JSSG,B0000E3D8L,A19OGW5YP7JSSG
433,positive,Perfect especially for the price!,"I couldn't see spending a ton of money on a carried being my son was growing super quick. So, I splurged and bought this carrier. I was so pleased with it, I bought another one to keep in my Mother-In-law's car so I always had it handy. It was cheap enough that I could actually do that! I never wore it on my back. I want even aware that you could, but I loved being able to see my angel and hug him all the time. Both my husband who is a foot taller then I and myself both enjoyed using this and it worked great. My son loved being in it as well. I wish it went higher up on the weight though since my son grew so rapidly.",2005,1123804800B0002XO5M4A1ZTZLCU222JPC,B0002XO5M4,A1ZTZLCU222JPC
434,positive,A little expensive but worth the price,"I thought this mobile was very entertaining to my boy..it was a little expensive but worth the price. After he was old enough to pull it that they say to not have mobiles anymore, I took the whole toy apart and we played with all it's pieces and the music box separately for many months.",2009,1235174400B00067ELGGA2JW331ATA1PP2,B00067ELGG,A2JW331ATA1PP2
435,positive,One minor flaw,"This is a great seat for the money. Honestly, I don't see the point in buying a more expensive one. HOWEVER: when the music/vibration unit at the bottom of the seat is removed, the metal rack it attaches to sticks out, right in the path of my son's little feet. He hits his heels on it all the time (we removed it since he we never really used it). He has since trained himself to not put his feet near it (he got little bruises on his heels), and other than that he loves this seat. We even broke it down and took it with us on vacation. The fabric in the seat is very easy to wash and the colors haven't faded at all. Great seat, with one minor flaw.",2009,1243123200B001134IL2A1YXKR8FJDKOQC,B001134IL2,A1YXKR8FJDKOQC
436,positive,best idea ever!,I love these snack cups! we have a dog who is always hounding my daughter for her snacks. with these cups she can drop it and they dog doesn't get all the contents!,2006,1140566400B0009FIMPGA1O9TQSCKSLG9J,B0009FIMPG,A1O9TQSCKSLG9J
437,negative,Hard to put together and very leaky.,"I was very excited to get my son this cup to drink out of. I thought it would keep his drinks cold in the summer and be easy for him to use.I am very disappointed.  The cup's parts do pull apart for easy cleaning but the spout is very hard to get back into the lid and almost impossible to line up exactly right.  I am not sure if it is because of this that the cup leaks.  After messing around with the lid for a good 10 minutes and thinking that it was on good; the cup *still* leaked.I am not talking about leaking from my 15 month old throwing the cup around either.  We had this cup sitting in the cup holder in his stroller and 5 minutes of movement from the stroller (at the zoo) caused it to leak out a puddle of milk into the cup holder.  We ended up having to throw out the remainder of the milk and beg some napkins from a zoo snack stand attendant to sop up the mess.  I am really frustrated that this cup leaks with even normal (not toddler like) use.  The fact that ""leak-proof"" is in the title is really ironic...In summary:Pros- Keeps things cold- Easy to cleanCons- Hard to pop the spout back in- Leaks very easy (we are talking that it leaks while sitting in the stroller.)- Really, really leaks!",2008,1211846400B000O3PFVWA22B13EJTZKCTM,B000O3PFVW,A22B13EJTZKCTM
438,positive,its a OK tub...,My Sister used this tub when she was in her apartment.. they bearly used it... its gently used and well they liked it in there apartment but he out grew it to quicky! its a good buy if you have a small house/apartment!! we liked it for the first few time he got a bath...once he out grew the tub he was placed in the big boy bath tub and he loves it!! and he loves to splash water every where and there's no one to keep him in this toddler tub its a great buy... and we loved it at the beginning of  his bath times!!,2006,1149033600B000067EH7A3DTM08XWOZGYB,B000067EH7,A3DTM08XWOZGYB
439,positive,great crib,"great crib, easy to assemble (it was pretty much assembled when it arrived!) My 6 month old son who is almost 20 pounds fits well in it, but I had to double wrap a bumper pad around it so he wouldn't roll into the cold metal! I am not sure how long he will fit into it, but I love its portability and how I feel there is no rush to move my happy 2 yr old out of his crib. And its overall best feature is how you can roll it from room to room without taking it apart.",2005,1128902400B000056HNDA3JP5LWNMVTU3Y,B000056HND,A3JP5LWNMVTU3Y
440,positive,Great Teether!!!,"This is a GREAT product.  My son plays with it all the time, and chews on it when he gets the urge.  I was a little surprised at it's size (a bit smaller than expected) but when I realized my little one could hold it with one hand (or two) and hold onto furniture to walk with the other, I couldn't have been more pleased!  It's definitely NOT too small, it's the perfect size for a toddlers small hands.",2008,1228435200B000VLR178A1RBZ301PZLBVT,B000VLR178,A1RBZ301PZLBVT
441,positive,Best Chair!,I love this chair. It is so easy to use and the tray slides easily with one hand. (A big bonus when dealing with a wiggling baby.) It is easy to clean and I like how well the chair pad has come through the wash. Highly recommended!,2005,1121990400B0001NE3ZOA2HHAV29CZ1OIE,B0001NE3ZO,A2HHAV29CZ1OIE
