reviewText,sentiment,under_review,uuid
We LOVE that it is so soft and accomodates up to 25 pounds.,0,1,1261094400B000I5REU6AFCFQZWVOKSMC
Our 2 and 3/4 year old son is only about 22-23 pounds and still sits there.,0,1,1261094400B000I5REU6AFCFQZWVOKSMC
Be careful to always buckle baby in or else she slides downwards pretty easily and quickly.,1,1,1261094400B000I5REU6AFCFQZWVOKSMC
This product has made bath time a completely fun experience with NO TEARS!,0,1,1260403200B001B1C7R6A103NIIU3EJZIG
My 21 month old daughter hated to get her hair rinsed either by laying her down to rinse or pour water over her head.,1,0,1260403200B001B1C7R6A103NIIU3EJZIG
She would always duck her head and end up getting it into her eyes.,2,0,1260403200B001B1C7R6A103NIIU3EJZIG
This solves our problem.,0,1,1260403200B001B1C7R6A103NIIU3EJZIG
It suctions around her head perfectly and leaves her face completely dry while completely rinsing her hair.,0,1,1260403200B001B1C7R6A103NIIU3EJZIG
I wish I would have found and purchased this sooner!,2,1,1260403200B001B1C7R6A103NIIU3EJZIG
My baby loves this.,0,1,1216252800B0002HYCJQA1OYGLMBUF0KIL
we hang it from his play gym to keep it interesting.,2,1,1216252800B0002HYCJQA1OYGLMBUF0KIL
It appears very well made and gives him a new texture/weight of toy to play with.,0,1,1216252800B0002HYCJQA1OYGLMBUF0KIL
I love this system because it's so easy.,0,1,1125100800B00008614FA2MNP2DJ9XMVXP
Rather that washing the bottle you can just change the liner and wash the nipple.,2,1,1125100800B00008614FA2MNP2DJ9XMVXP
"I use store brand non-drop-ins because theyre cheaper and the regular ""bag"" liner colapses easier.",2,0,1125100800B00008614FA2MNP2DJ9XMVXP
"I agree with other reveiwers, the slow flow nipples that come with the bottle are worthless.",1,1,1125100800B00008614FA2MNP2DJ9XMVXP
My 1 month old gets frusterated that nothing is coming out.,1,1,1125100800B00008614FA2MNP2DJ9XMVXP
We tried the tri-cut and again he got frusterated so i ripped the cut a little bigger and that works so I went and got the fast flow.,1,1,1125100800B00008614FA2MNP2DJ9XMVXP
Yes these pads are thicker than most.,2,1,1129593600B00005V9NVAZTY4WBRB5MAL
"I usually put them over my fist and try to shape them ""rounder"" before I put them in my bra.",2,1,1129593600B00005V9NVAZTY4WBRB5MAL
I like these the best because they don't have the plastic liner on the backs.,0,1,1129593600B00005V9NVAZTY4WBRB5MAL
"This is important to me because I don't want ""liquid"" locked in between plastic and my skin.",0,1,1129593600B00005V9NVAZTY4WBRB5MAL
"Also, I don't feel as if they are as ""hot"".",2,1,1129593600B00005V9NVAZTY4WBRB5MAL
I wish I could say they were too small but I have found them to be the perfect size for smaller women A-B cups.,0,1,1129593600B00005V9NVAZTY4WBRB5MAL
I have never had a leak-through and have been very pleased with the success of these pads.,0,1,1129593600B00005V9NVAZTY4WBRB5MAL
I love this product.,0,1,1049673600B00003TL7PA7AG3ZCVU2YNC
You can use any regular trash bag.,2,0,1049673600B00003TL7PA7AG3ZCVU2YNC
So far we have noticed NO odors.,0,1,1049673600B00003TL7PA7AG3ZCVU2YNC
It is easy to use.,0,1,1049673600B00003TL7PA7AG3ZCVU2YNC
"It fills up somewhat quickly, but you can make it last longer by wrapping diapers tightly before placing in the champ.",2,0,1049673600B00003TL7PA7AG3ZCVU2YNC
The price is very affordable as well.,0,1,1049673600B00003TL7PA7AG3ZCVU2YNC
My daughter loves being in her swing.,0,1,1134345600B0002FQVJCA3M666LJCG5W0G
and usually falls asleep in it.,2,1,1134345600B0002FQVJCA3M666LJCG5W0G
I can count on at least an hour or 2 of 'me' time when shes sleeping in it.,0,1,1134345600B0002FQVJCA3M666LJCG5W0G
"It goes with the rest of the Windsor products I have, but here are my complaints about the swing.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
1.,2,0,1134345600B0002FQVJCA3M666LJCG5W0G
"The motor is a bit noisy, but does not overbear the music.2.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
"In order to snap the tray down, I have to bend it a bit.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
it does not align perfectly with the end it snaps onto.3.,1,1,1134345600B0002FQVJCA3M666LJCG5W0G
"I wish there was a locking option for when I put my daughter in the chair, so the swing wouldn't move when Im trying to put her in it.4.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
"I had the same problem with the mobile falling to the back, but if you move the arm forward enough, it doesn't fall back, but it wont turn, because the bears hit the area where the motor is.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
I'd rather it not turn than her not see it at all.5.,2,0,1134345600B0002FQVJCA3M666LJCG5W0G
"I can only find the tray toys online at the Graco website, but they give you no description.6.",1,1,1134345600B0002FQVJCA3M666LJCG5W0G
"You're supposed to be able to fold it up, but I haven't figured it out yet.",1,0,1134345600B0002FQVJCA3M666LJCG5W0G
looks like I'll have to find the manual.,2,1,1134345600B0002FQVJCA3M666LJCG5W0G
I gave it 4 stars because it looks nice and it does do the job its supposed to do (entertain my daughter) which is the most important thing to me.,0,1,1134345600B0002FQVJCA3M666LJCG5W0G
Before this swing my son only slept well when he co-slept with me.,2,0,1252108800B000NUJM0GA357TTTJ9Q11LB
Now I have this swing next to my bed and he sleeps in this swing every night.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
It rocks him to sleep and he'll stay comfortably asleep in it for most of the night.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
Recently we traveled and I dissembled it (an easy process) and packed it in a suitcase with the rest of his stuff.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
"He was able to sleep comfortably, just the same as usual, while we were away from home.",0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
That alone is priceless!,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
I like the ability to set the timer for it to turn off and I like that the music isn't obnoxious.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
"Also, it seems like when you are on the lowest levels the swing is hardly moving.",0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
This is a great transition for the swing stopping and can help baby sleep in it longer.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
The portability of this swing in great -- I've taken it into the bathroom to have him close while I get ready for the day and I've taken it to our backyard so that I can watch our older child play.,0,1,1252108800B000NUJM0GA357TTTJ9Q11LB
"We have a full sized cradle swing we keep in the living room for during the day, but I wouldn't want to live without this as our nighttime and traveling swing.",2,1,1252108800B000NUJM0GA357TTTJ9Q11LB
This swing really does all that it offers.,0,1,1199232000B000WIEH2CA1G8YTVIKK9SW6
You'll save on buying a bouncer since this is included.,0,1,1199232000B000WIEH2CA1G8YTVIKK9SW6
"As for the noise, it does make a slight sound, but not as loud as the previous reviews made it out to be.",1,1,1199232000B000WIEH2CA1G8YTVIKK9SW6
"I tried the other swings before ordering this one since I heard about the noise, and they all either make some type of clicking/moving sound due to the movement.",1,0,1199232000B000WIEH2CA1G8YTVIKK9SW6
"If your sweet peace is really that loud, then you may consider returning it.",2,1,1199232000B000WIEH2CA1G8YTVIKK9SW6
"On the down side, it is a bit expensive for a swing, but then there are those other extra options you pay for.",1,1,1199232000B000WIEH2CA1G8YTVIKK9SW6
This is a great bag for longer trips.,0,1,1096329600B00006JZHDA2GZX4MOA9D534
It holds so much and is very durable.,0,1,1096329600B00006JZHDA2GZX4MOA9D534
The changing pad is a great size.,0,1,1096329600B00006JZHDA2GZX4MOA9D534
Both my husband and I love the look of the bag.,0,1,1096329600B00006JZHDA2GZX4MOA9D534
We feel a little more trendy when carrying this one.,0,1,1096329600B00006JZHDA2GZX4MOA9D534
I've had this pillow for 3 weeks and I am still not convinced.it does kind of help but I still find myself laying on the other side.,1,1,1259798400B0000635WIA2J16OL382L9EU
Not as comfortable as I thought it would be.,1,1,1259798400B0000635WIA2J16OL382L9EU
great product.,0,1,1245542400B000SN9T1KAFYQ1A9C0G3HT
well made and versitle.,0,1,1245542400B000SN9T1KAFYQ1A9C0G3HT
I use it on our Bugaboo Bee and its a perfect fit.,0,1,1245542400B000SN9T1KAFYQ1A9C0G3HT
"My sons gums are sore but he is not really teething yet so as of yet this item provides good entertainment, he loves shaking it about.",0,1,1258761600B002K682OIA1PL26IY3DZP8T
If it helps sore gums I am not so sure but we will see when that time comes.,2,1,1258761600B002K682OIA1PL26IY3DZP8T
I ordered this sippy cup for my daughter because it was BPA free.,2,1,1227139200B000MRK5OCA279A4Y2N1CQ26
"It now sits in our cupboard, not used because I could never get the plastic taste out of it.",1,1,1227139200B000MRK5OCA279A4Y2N1CQ26
I would also caution parents with babies who are just starting to use sippy cups that this is not a great one to start with.,1,1,1227139200B000MRK5OCA279A4Y2N1CQ26
"While it may be effective in preventing spills, it also is hard for newbies to get fluids out because they have to suck so hard and they are not used to doing that.",1,1,1227139200B000MRK5OCA279A4Y2N1CQ26
I use these wipes for cleaning my son in the morning.,2,1,1258761600B001NAAQNWA1PL26IY3DZP8T
"I use them with warm water  (or camomile and jojoba oil which I make and put in a little spray bottle) and wipe his face, hands and toes and then throw them in the wash and so far they are holding out nicely with the every day use.",0,1,1258761600B001NAAQNWA1PL26IY3DZP8T
They are very soft and seems to last very nicely.,0,1,1258761600B001NAAQNWA1PL26IY3DZP8T
Super good for taking on the road to clean faces and hands with a little water or camomile/jojoba oil mix  (wipes can cause allergy and often contain perfume and should really never be used on baby's face).,0,0,1258761600B001NAAQNWA1PL26IY3DZP8T
I like this bedding set.,0,1,1136851200B000071OVQA3MI8RN7408373
Our baby loves the animals.,0,1,1136851200B000071OVQA3MI8RN7408373
"We also got the mobile, the lamp, and the wall hangings.",2,0,1136851200B000071OVQA3MI8RN7408373
"It's great for a boy or a girl, so you will get lots of use out of it.",0,1,1136851200B000071OVQA3MI8RN7408373
"The colors are nice and neutral, but cheerful enough for a baby's room!",0,1,1136851200B000071OVQA3MI8RN7408373
A great bedding set all around.,0,1,1136851200B000071OVQA3MI8RN7408373
"The comforter part is kind of impractical, but great as a decoration.",1,1,1136851200B000071OVQA3MI8RN7408373
This set really is great.,0,1,1073001600B0000AY9Y0A2ZM9BGE3K3SY2
"It has 4 9oz bottles, slow flow (number 2) nipples, 4 sealing disks, 4 travel nipple bases, and a newborn pacifier.",2,1,1073001600B0000AY9Y0A2ZM9BGE3K3SY2
"This, combined with a 3pk of 4oz bottles makes a a great start to infant feeding.",0,1,1073001600B0000AY9Y0A2ZM9BGE3K3SY2
It will also save you some money because you won't need to buy the Breast Milk Storage kit.,0,1,1073001600B0000AY9Y0A2ZM9BGE3K3SY2
"At first we didn't think our little one liked this, but with persistance, we have been successful.",1,1,1201219200B000B4SVM4A2065HBMYDXJ1S
He really enjoys it now.,0,1,1201219200B000B4SVM4A2065HBMYDXJ1S
"Works great when you need a minute to cook supper, clean something or fold clothes.",0,1,1201219200B000B4SVM4A2065HBMYDXJ1S
He has even fallen asleep once in it.,2,1,1201219200B000B4SVM4A2065HBMYDXJ1S
you can also attach links with toys the the bar for something for a little one to play with.,2,1,1201219200B000B4SVM4A2065HBMYDXJ1S
This has been a very useful and helpful item in our house.,0,1,1201219200B000B4SVM4A2065HBMYDXJ1S
"Great quality, very comfortable.",0,1,1201219200B000B4SVM4A2065HBMYDXJ1S
Highly recommend.,0,1,1201219200B000B4SVM4A2065HBMYDXJ1S
I received this as a gift.,2,1,1097280000B000056OV0ANDCIRDLNLV47
I didn't use it until my daughter was 5 months.,2,1,1097280000B000056OV0ANDCIRDLNLV47
It's wonderful!,0,1,1097280000B000056OV0ANDCIRDLNLV47
While you would never leave a child unattended - it does provide a great deal of support.,0,1,1097280000B000056OV0ANDCIRDLNLV47
I have a hard time getting my daughter out of the bath - she just loves being in there!,0,1,1097280000B000056OV0ANDCIRDLNLV47
I highly recommend this item!,0,1,1097280000B000056OV0ANDCIRDLNLV47
"The first crib they shipped me was damaged in the shipment, so I asked them to ship another one.",1,1,1206576000B000056HNDA23QKQPXQ8ZQR4
the second one was also damaged.,1,1,1206576000B000056HNDA23QKQPXQ8ZQR4
I was able to take pieces from both to make a useable one.,2,1,1206576000B000056HNDA23QKQPXQ8ZQR4
It is a great crib!,0,1,1206576000B000056HNDA23QKQPXQ8ZQR4
It folds up and can be rolled on it's wheels even when folded.,1,1,1206576000B000056HNDA23QKQPXQ8ZQR4
It can be assembled very quickly.,0,1,1206576000B000056HNDA23QKQPXQ8ZQR4
"So I rate the item very high, but check out your product when you receive it because the FedEx guys really beat ours up!",0,1,1206576000B000056HNDA23QKQPXQ8ZQR4
I just had my second baby and am still using my original Isis breast pump that I used with my first child four years ago.,0,1,1111622400B000066CMVA1P708DJ39TQ4W
I only pump occasionally so I don't know about using it for expressing many bottles.,2,1,1111622400B000066CMVA1P708DJ39TQ4W
For what I have used it for it has been great and is very easy to use and clean.,0,1,1111622400B000066CMVA1P708DJ39TQ4W
I am able to get a 4-6 oz.,2,0,1111622400B000066CMVA1P708DJ39TQ4W
bottle in 10-15 min.,2,0,1111622400B000066CMVA1P708DJ39TQ4W
and the Isis is very comfortable to use.,0,1,1111622400B000066CMVA1P708DJ39TQ4W
I use mine with the disposable system and freeze milk for whenever I need it.,1,1,1111622400B000066CMVA1P708DJ39TQ4W
The best tip that I got when I was pregnant was to get a Boppy.,0,1,1133740800B000069RAOAE3588RT02XUL
"Then, if you have a vaginal birth.",2,1,1133740800B000069RAOAE3588RT02XUL
SIT ON IT!,2,1,1133740800B000069RAOAE3588RT02XUL
"Sure enough, I did and I did!",2,1,1133740800B000069RAOAE3588RT02XUL
It was so much better than the pillow that the hospital gave me for the same purpose.,0,1,1133740800B000069RAOAE3588RT02XUL
"Yes, it is also good for feeding the baby.",0,1,1133740800B000069RAOAE3588RT02XUL
And it is wonderful when baby is three months or so and wants to be propped up a bit to see that ever-expanding world.,0,1,1133740800B000069RAOAE3588RT02XUL
"After trying several pacifiers including the binky, my 2 month old loved the soothie.",0,1,1211587200B000LM2R44ATOS43PU744NH
"While other pacifiers seemed to allow air to be sucked in, the soothie makes a tight seal.",0,1,1211587200B000LM2R44ATOS43PU744NH
I also love that there is no nipple air pocket that seems to look grungy very quickly.,0,1,1211587200B000LM2R44ATOS43PU744NH
The only change I would make would be an smaller attachment system.,1,1,1211587200B000LM2R44ATOS43PU744NH
I have avoided buying the attachment because it looks so big!,1,1,1211587200B000LM2R44ATOS43PU744NH
I might give it a try.,2,1,1211587200B000LM2R44ATOS43PU744NH
I do NOT understand why anyone likes the Boppy for nursing.,1,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
I am a pretty small woman (about a size 8) and I found that the donut-hole in the middle was so small it buckled in the front when I tried to put it around my waist.,1,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
"Not only that, but it really needs to sit around the hips in order to be low enough to rest the baby on -- and that never worked, it just kept riding up to my waist.",1,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
"And because it's so round and puffy, I had to use just as much muscle to keep my baby from rolling away from me as I would have to hold him up!",1,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
I tossed it in the closet and used regular bed and couch pillows instead.,2,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
"Also, I couldn't use it in any chair with arms (like a rocker or a dining-table chair because the big fat arms of the Boppy got in the way of the arms of the chair.",1,1,1221696000B000KW5I6EA1Y1R5R1C96Q5M
I borrowed this breast pump from my sister and it is awesome!,0,1,1073952000B000056HNZAV5D4G1V1CSW2
This is my third child and I have breastfeed all three.,2,1,1073952000B000056HNZAV5D4G1V1CSW2
I have tried them all and this one is great.,0,1,1073952000B000056HNZAV5D4G1V1CSW2
The one-hand squeeze handle allows me to do other things while pumping!,0,1,1073952000B000056HNZAV5D4G1V1CSW2
I am only expressing twice a day so it is easy to clean!,0,1,1073952000B000056HNZAV5D4G1V1CSW2
What a great investment.,0,1,1073952000B000056HNZAV5D4G1V1CSW2
"This is a cute chair, it must be comfortable, because my grandson will sit on it for quite a while.",0,1,1229385600B000JNN6Q8AP8D74QD9LUUL
"Its versatile, can go on the real toilet and be used as a step stool.",0,1,1229385600B000JNN6Q8AP8D74QD9LUUL
(my grandson likes to stand on it to peek out the window).,2,1,1229385600B000JNN6Q8AP8D74QD9LUUL
"It plays tunes when peed in, although as the baby soon figured out, if you bounce up and down hard enough, it will play, diluting the reward feature.",2,1,1229385600B000JNN6Q8AP8D74QD9LUUL
I am happy with it.,0,1,1229385600B000JNN6Q8AP8D74QD9LUUL
"The only other disadvantage of this potty is that the seat area is a little small, and you have to be careful that boys don't scrape their weenies when sitting or getting up from this chair.",1,1,1229385600B000JNN6Q8AP8D74QD9LUUL
I am not rating this very highly because my daughter's head still flopped around quite a lot when I used it because babies' car seats have them sitting almost upright even as newborns.,1,1,1031875200B000056JCCA2A4M3EDEUKG3L
This didn't help her head from going side to side or even forward.,1,1,1031875200B000056JCCA2A4M3EDEUKG3L
"Also, my car seat came with one.",2,0,1031875200B000056JCCA2A4M3EDEUKG3L
What a terrific invention!,0,1,1119830400B0009FIMPGA2TCI0C6PWWLW2
"We give our daughter all sorts of foods in these cups (Cheerios, Veggie Booty, Cheddar Bunnies, etc) and the innovative lids really help keep the mess to a minimum.",0,1,1119830400B0009FIMPGA2TCI0C6PWWLW2
"Now that isn't to say we never have to clean Cheerios out of her carseat or stroller, because we definitely do!",2,0,1119830400B0009FIMPGA2TCI0C6PWWLW2
"Still, she is by no means ready for a baggie or an open container, so without these containers she wouldn't be able to ""snack on the go.",0,1,1119830400B0009FIMPGA2TCI0C6PWWLW2
"""My daughter is almost 19 months old and cannot get the lid off the cup, but I have heard of children who can.",0,0,1119830400B0009FIMPGA2TCI0C6PWWLW2
I think my child is too interested in the food to spend time wondering about the lid!,2,1,1119830400B0009FIMPGA2TCI0C6PWWLW2
"When I was searching for a mobile for my daughter's crib, I wanted something that would be gender generic and cute.",2,0,1235520000B000JIHP88A3752DDGZ3COTF
This mobile provides adorable rainforest animals that actually face down so my daughter does not have to simply look at animal bottoms.,0,1,1235520000B000JIHP88A3752DDGZ3COTF
"The music is a nice variety, and the little glow from the picture on the base is pleasant.",0,1,1235520000B000JIHP88A3752DDGZ3COTF
"The remote to turn on and off the mobile seems like a nice convenience, but I haven't used it except to test it.",0,1,1235520000B000JIHP88A3752DDGZ3COTF
Very very cute bottle but it has a huge flaw.,1,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
I was instructed by my pediatrician to boil all nursing items for 20 minutes due to my daughter having recurring Thrush.,2,0,1237420800B0006FHBAQA3KJSCZZN0LZEG
I put this nurser in with other bottles my daughter had used that day because she touched the bottle repeatedly during feedings after having her hands in Thrush infested mouth.,2,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
This nurser shrunk like a shrinky-dink!,1,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
It shrunk to about 1/4 of it normal size.,1,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
Strangest thing I have ever seen.,1,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
Do not use/purchase this nurser/bottle if you boil your bottles to sterilize them due to you or your child being sick.,1,1,1237420800B0006FHBAQA3KJSCZZN0LZEG
This toy gets my son's attention.,2,1,1245456000B000YDDF6OAY5UM0DV5T3YW
The music and the lights are a perfect combo.,0,1,1245456000B000YDDF6OAY5UM0DV5T3YW
When he throws tantrums or get restless.,2,0,1245456000B000YDDF6OAY5UM0DV5T3YW
it always gets his attention.,0,1,1245456000B000YDDF6OAY5UM0DV5T3YW
I love it.,0,1,1245456000B000YDDF6OAY5UM0DV5T3YW
"My daughter got this when she was 3 and at 4 years old she still rides it all over the place, it spins in circles, sideways, back and forth.",2,1,1178841600B000GWWA8CA38GJX2ULM3VUC
its so awesome.,0,1,1178841600B000GWWA8CA38GJX2ULM3VUC
Every kid that comes over hops on it and goes for a ride.,0,1,1178841600B000GWWA8CA38GJX2ULM3VUC
"It's truly one of the best toys I've ever bought her, we're getting the smaller one for our 1 year old as well.",0,1,1178841600B000GWWA8CA38GJX2ULM3VUC
I can't wait!,0,0,1178841600B000GWWA8CA38GJX2ULM3VUC
"I recommend this to everyone I know, totally worth the $$!",0,1,1178841600B000GWWA8CA38GJX2ULM3VUC
"I like that this garment is flame resistant, that it is spacious and sleeveless, but that's about it.",0,1,1257292800B000069EXNAO1HCBT9PKWNO
The fabric has an unpleasant feel and the zipper began to break after only one use.,1,1,1257292800B000069EXNAO1HCBT9PKWNO
"It continually splits from the wrong end, so every time the baby wakes up, she's come out of it.",1,1,1257292800B000069EXNAO1HCBT9PKWNO
I regret this purchase.,1,1,1257292800B000069EXNAO1HCBT9PKWNO
"I make my own baby food and I got both the freezer trays and the travel dish, so that I can pack food for my little guy to take to daycare.",2,1,1207094400B000A6MPFCA2N0V3UY3XIGLE
It worked out great.,0,1,1207094400B000A6MPFCA2N0V3UY3XIGLE
"The food fits from the freezer trays right into this dish, so every night I popped them out of the trays and into the travel dish and put them in the refrigerator.",0,1,1207094400B000A6MPFCA2N0V3UY3XIGLE
They defrosted overnight and my little one had food for daycare the next day.,2,1,1207094400B000A6MPFCA2N0V3UY3XIGLE
Having the spoon right there was great too.,0,1,1207094400B000A6MPFCA2N0V3UY3XIGLE
I highly recommend Sophie-- our son loves her!,0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
He smiles every time we hand her to him.,0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
"She has many surfaces that are great for chewing (and he chews a lot): feet, ears, neck and face.",0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
She's very durable and easy to keep clean.,0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
The high contrast spots are visually appealing.,0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
And it's nice that it's natural rubber.,0,1,1235174400B000IDSLOGA1MPJ2E59OHNHR
"This reminds me of a product that might have been around when we were little, which is refreshing nowadays with the plethora of battery-driven, light-up toys, etc.",2,0,1235174400B000IDSLOGA1MPJ2E59OHNHR
I bought this for my son when he was 2 and a half before we took a trip that would have us visiting a couple of hotels in a couple of different cities with my in-laws.,2,1,1261440000B000H1MRJOA1457MB97F27X6
Two years later it has been used so many times I can't even count.,0,1,1261440000B000H1MRJOA1457MB97F27X6
My son LOVES it still and I wouldn't replace this purchase for anything.,0,1,1261440000B000H1MRJOA1457MB97F27X6
I highly recommend it.,0,1,1261440000B000H1MRJOA1457MB97F27X6
I agree with many of the other reviews .,2,0,1143072000B000067EH7A1G9SNNWU5XAI9
"there is no need for a pricey bathtub, this one works fantastic!",0,1,1143072000B000067EH7A1G9SNNWU5XAI9
"The 3 stages of this tub (newborn, infant and toddler) will make it a useful item for a long time.",0,1,1143072000B000067EH7A1G9SNNWU5XAI9
The sling feature is perfect for newborns.,0,1,1143072000B000067EH7A1G9SNNWU5XAI9
"The non skid pads in the infant side are a great feature, and the high angled back is very supportive.",0,1,1143072000B000067EH7A1G9SNNWU5XAI9
The tub is a great size -- not too large to store and fits in most standard sinks (I have a 1 1/2 size sink).,0,1,1143072000B000067EH7A1G9SNNWU5XAI9
"We've moved into the upstairs bathtub, and I just place this inside the tub while our little guy kicks and splashes.",2,0,1143072000B000067EH7A1G9SNNWU5XAI9
At 26 inches he still fits nicely in the infant side -- we have not yet moved to the deeper seated end for toddlers yet.,0,1,1143072000B000067EH7A1G9SNNWU5XAI9
We may just move to a tub seat when he can sit well enough.,2,0,1143072000B000067EH7A1G9SNNWU5XAI9
This is a great tub and a great value for the price.,0,1,1143072000B000067EH7A1G9SNNWU5XAI9
I know many people who bought this and not one has complained about it.,0,1,1142899200B0006FHFYSA1KY6LJAW1POE1
My daughter loved it from day one (it was the only way we could get her to sleep at night for the first 2 weeks!).,0,1,1142899200B0006FHFYSA1KY6LJAW1POE1
The music and fish are fun for the baby to play with also.,0,1,1142899200B0006FHFYSA1KY6LJAW1POE1
I like that you can choose which was it'll swing (side to side or front to back) as each baby is different in their preferences!,0,1,1142899200B0006FHFYSA1KY6LJAW1POE1
I bought this for my son when he was 3 months old.,2,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
I love how easy it is for him to grasp the rings and skinny bar in the middle.,0,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
"The clear side of the rattle has a spinner in it with three different sides:  a bullseye, a ladybug, and a mirror.",2,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
I love twirling the spinner for my son.,0,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
It's very relaxing to watch - almost hypnotic.,0,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
This toy reminds me of the kind of stuff I had and loved as a baby.,0,0,1257984000B002L3T9VAA1DI7KMBSK5MTU
"In the age of overstimulating toys, this one earns five stars from our family for being super inexpensive, captivating, and simple.",0,1,1257984000B002L3T9VAA1DI7KMBSK5MTU
Bulky bulky bulky.,1,1,1256947200B000VB7D1CA18XJNKN0JMZOM
Other reviewers said it as well.,2,0,1256947200B000VB7D1CA18XJNKN0JMZOM
"This holds the soothie, but so will any other paci clip with a string loop at the end, like the booginhead one (nothing special there).",2,1,1256947200B000VB7D1CA18XJNKN0JMZOM
"The clip is unnecessarily bulky, as is the part that attaches to the binky.",1,1,1256947200B000VB7D1CA18XJNKN0JMZOM
Not a favorite.,1,1,1256947200B000VB7D1CA18XJNKN0JMZOM
We prefer the wubbanub pacifier.,0,0,1256947200B000VB7D1CA18XJNKN0JMZOM
It doesn't attach to anything but it's definitely the best!,0,0,1256947200B000VB7D1CA18XJNKN0JMZOM
"My two cents about this fantastically designed mobile by the Tiny Love folks: our two-month old gets &quot;hipnotized&quot; by the figures SO MUCH, that the truth is he stops noticing anything else aruond him.",0,1,1071619200B00006G963A1IANEBSMVGHS9
"This is why the remote is not that big of a deal: he doesn't really mind if you come in or out of the room, and as a matter of fact, he even loves the mobile if it's stopped.",0,1,1071619200B00006G963A1IANEBSMVGHS9
"As for the figures, they are very colorful and well designed too.",0,1,1071619200B00006G963A1IANEBSMVGHS9
"and the elephant is just too funny, twisting like crazy because of his extra weight).",0,1,1071619200B00006G963A1IANEBSMVGHS9
"All in all, a highly recommended mobile (any Tiny Love), but if you want to save a few bucks ($10 I think it is), skip the Deluxe version and get the regular one.",0,1,1071619200B00006G963A1IANEBSMVGHS9
"We HAD a Diaper Genie, it's a total waste of money and plastic.",1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
The Diaper Genie was so hard to use and didn't do anything to stop odors.,1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
My son's room smelled as if we threw the dirty diapers in an open garbage.,1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
"And the fact that you have to buy their ""special bags"" added insult to injury.",1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
We replaced it with THE FIRST YEARS CLEAN AIR DIAPER DISPOSAL SYSTEM.,2,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
"It's so much more effective and easy to use than the Diaper Genie, and you use your own tall kitchen garbage bags.",0,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
The greatest thing about The First Years Clean Air Systen is that it can store about 6-7 days of my son's diapers without NO yucky odors.,0,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
WOW!,2,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
We love this product so much.,0,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
"Our son's room smells clean with no poopy odors, and we save money by using our own tall kitchen bags.",0,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
It's also very easy to change--no confusing bag twisting.,0,0,1174089600B0001NE8OAA1MAI0TUIM3R2X
STAY AWAY FROM THE DIAPER GENIE.,1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
You'll just end up having to replace it because your baby's room will stink terribly.,1,1,1174089600B0001NE8OAA1MAI0TUIM3R2X
I really love having the mirror!,0,1,1143244800B0000E3D8LA19OGW5YP7JSSG
"We didn't get it until my son was 6 months or so, but I'm getting my money's worth now.",0,1,1143244800B0000E3D8LA19OGW5YP7JSSG
I don't know about the projectile thing.,2,1,1143244800B0000E3D8LA19OGW5YP7JSSG
